id,despertar,fecha,hora,lat,lon,estado,bateria_v,bateria_pct,device,created_at
1,21,,No disponible,4.823202333,-74.34587583,NUEVA UBICACION,0,0,HERMES-01,2026-06-05T16:47:02.919834
2,22,05/06/2026,11:52:15,4.8231925,-74.345849,NUEVA UBICACION,0,0,HERMES-01,2026-06-05T16:52:22.796477
3,23,05/06/2026,11:57:33,4.8232205,-74.34588067,NUEVA UBICACION,0,0,HERMES-01,2026-06-05T16:57:39.876098
4,24,05/06/2026,12:02:51,4.8231865,-74.34584833,NUEVA UBICACION,0,0,HERMES-01,2026-06-05T17:02:58.010353
5,3623,06/07/2026,00:06:18,2.560853833,-72.64816633,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:06:26.059923
6,3624,06/07/2026,00:16:33,2.560838,-72.64815917,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:16:39.910669
7,3625,06/07/2026,00:26:47,2.560866667,-72.648149,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:26:55.004911
8,3626,,No disponible,2.560903667,-72.648156,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:37:11.383344
9,3627,06/07/2026,00:47:18,2.560875167,-72.64814867,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:47:26.119032
10,3628,06/07/2026,00:57:33,2.560858167,-72.6481615,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T05:57:42.791476
11,3630,06/07/2026,01:18:30,2.560881333,-72.64814083,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T06:18:37.417488
12,3631,06/07/2026,01:28:57,2.560849833,-72.6481475,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T06:29:04.317984
13,3632,,No disponible,2.560848333,-72.648121,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T06:39:18.991715
14,3633,,No disponible,2.5608235,-72.6481395,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T06:49:34.639441
15,3634,06/07/2026,01:59:42,2.5608845,-72.64816783,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T06:59:49.489040
16,3635,06/07/2026,02:09:57,2.560855833,-72.6481515,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T07:10:04.577232
17,3637,06/07/2026,02:30:46,2.5608585,-72.64817,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T07:31:03.381323
18,3638,06/07/2026,02:41:10,2.560761667,-72.64818983,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T07:41:18.049322
19,3639,06/07/2026,02:51:24,2.560877667,-72.6481535,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T07:51:30.924073
20,3640,06/07/2026,03:01:44,2.560993167,-72.64830167,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:01:51.433520
21,3641,06/07/2026,03:12:00,2.560882667,-72.6481565,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:12:07.836694
22,3642,06/07/2026,03:22:15,2.560816833,-72.64815967,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:22:23.284722
23,3643,,No disponible,2.560829,-72.64815383,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:32:38.328639
24,3644,06/07/2026,03:42:45,2.560739667,-72.6480815,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:42:53.184733
25,3645,06/07/2026,03:53:01,2.560876167,-72.6481385,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T08:53:10.186118
26,3646,,No disponible,2.560856167,-72.64816583,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:03:31.277889
27,3647,06/07/2026,04:13:39,2.560851,-72.64814417,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:13:47.022040
28,3648,06/07/2026,04:25:14,2.560972,-72.64802267,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:25:21.362530
29,3649,06/07/2026,04:35:29,2.560860833,-72.64814867,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:35:36.979720
30,3650,06/07/2026,04:45:45,2.560849,-72.648121,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:45:53.704644
31,3651,06/07/2026,04:56:01,2.560899667,-72.64814117,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T09:56:09.312767
32,3652,06/07/2026,05:06:18,2.560812167,-72.6481395,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:06:25.380094
33,3653,06/07/2026,05:16:35,2.560841,-72.6482055,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:16:43.056040
34,3654,06/07/2026,05:26:51,2.560867167,-72.64816017,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:26:58.058923
35,3655,06/07/2026,05:37:06,2.560859333,-72.6481135,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:37:13.829853
36,3656,06/07/2026,05:47:21,2.560856333,-72.64815733,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:47:28.595538
37,3657,06/07/2026,05:57:47,2.5608305,-72.64817517,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T10:57:59.769818
38,3658,06/07/2026,06:08:11,2.560784667,-72.64820533,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:08:19.234657
39,3659,06/07/2026,06:18:26,2.56084,-72.64817533,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:18:42.817121
40,3660,06/07/2026,06:28:49,2.560860167,-72.6481255,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:28:56.501157
41,3661,06/07/2026,06:39:05,2.560826,-72.648172,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:39:13.609869
42,3662,06/07/2026,06:49:21,2.560872333,-72.64819633,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:49:28.779370
43,3663,06/07/2026,06:59:37,2.560866,-72.6481815,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T11:59:58.194261
44,3664,06/07/2026,07:10:04,2.560869,-72.64817267,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T12:10:12.387255
45,3665,06/07/2026,07:20:20,2.560904,-72.648135,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T12:20:27.585245
46,3666,06/07/2026,07:30:35,2.560915,-72.64816783,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T12:30:43.782646
47,3667,,No disponible,2.560863333,-72.64822883,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T12:41:00.574438
48,3668,06/07/2026,07:51:13,2.560841,-72.64818117,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T12:51:21.142739
49,3669,06/07/2026,08:01:38,2.560822667,-72.64821767,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:01:49.219524
50,3670,06/07/2026,08:11:56,2.5608665,-72.64817083,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:12:03.587375
51,3671,06/07/2026,08:22:12,2.560889,-72.64816533,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:22:20.265034
52,3672,06/07/2026,08:32:28,2.560916333,-72.64815067,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:32:35.929182
53,3673,06/07/2026,08:42:43,2.5608845,-72.64816533,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:42:50.046878
54,3674,06/07/2026,08:52:57,2.5608645,-72.64817667,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T13:53:05.488511
55,3675,06/07/2026,09:03:14,2.560870333,-72.6481655,NUEVA UBICACION,0,0,HERMES-01,2026-07-06T14:03:22.203591
